,name,length,Left extract,long/short name,CONCATENATE,Upper case name,Lower case,Proper function,avg_rating,corrected rating,New corrected reationg,review in K,reviews_count,and,or,company_type,,Head_Quarters,,Company_Age,COMPANY DETAIL,No_of_Employee
9259,Affine Analytics,16,Aff,longname,Affine Analytics Is great,AFFINE ANALYTICS,affine analytics,Affine Analytics,4,4,4,43 Reviews),0,0,FALSE,Private,0,"Bangalore/Bengaluru,Karnataka",TRUE,11,Establish,201-500 employees India)
9260,Clean Harbors,13,Cle,longname,Clean Harbors Is great,CLEAN HARBORS,clean harbors,Clean Harbors,3.2,3.2,3.2,43 Reviews),0,0,FALSE,Private,0,"Hyderabad/Secunderabad,Telangana + 1 more",FALSE,42,Establish,10k-50k employees Global)
9261,Jaika Motors,12,Jai,longname,Jaika Motors Is great,JAIKA MOTORS,jaika motors,Jaika Motors,4.2,4.2,4.2,73 Reviews),0,0,TRUE,Private,0,Nagpur + 4 more,FALSE,68,Establish,11-50 employees India)
9262,Kerry Ingredients,17,Ker,longname,Kerry Ingredients Is great,KERRY INGREDIENTS,kerry ingredients,Kerry Ingredients,4.1,4.2,4.6,45 Reviews),0,0,TRUE,Bengaluru/Bangalore + 6 more,0,,FALSE,,Startup,
9263,Ultratech India,15,Ult,longname,Ultratech India Is great,ULTRATECH INDIA,ultratech india,Ultratech India,3.6,3.6,3.6,42 Reviews),0,0,FALSE,Private,0,Navi Mumbai + 18 more,FALSE,30,Establish,501-1k employees Global)
9264,Optimum Solutions,17,Opt,longname,Optimum Solutions Is great,OPTIMUM SOLUTIONS,optimum solutions,Optimum Solutions,4,4,4,42 Reviews),0,0,FALSE,Private,0,Singapore + 6 more,FALSE,25,Establish,1k-5k employees Global)
9265,3Pillar Global,14,3Pi,longname,3Pillar Global Is great,3PILLAR GLOBAL,3pillar global,3Pillar Global,4.3,4.3,4.3,42 Reviews),0,0,TRUE,LLP,0,"Noida,Uttar Pradesh + 1 more",FALSE,16,Establish,201-500 employees India)
9266,Haigreeva Infratec...,21,Hai,longname,Haigreeva Infratec... Is great,HAIGREEVA INFRATEC...,haigreeva infratec...,Haigreeva Infratec...,3.8,3.8,3.8,42 Reviews),0,0,FALSE,Public,0,Visakhapatnam + 10 more,FALSE,21,Establish,
9267,Transparency Marke...,21,Tra,longname,Transparency Marke... Is great,TRANSPARENCY MARKE...,transparency marke...,Transparency Marke...,2.8,2.8,2.8,42 Reviews),0,0,FALSE,Private,0,"Albany,New York + 1 more",FALSE,11,Establish,201-500 employees Global)
9268,Millennium Semicon...,21,Mil,longname,Millennium Semicon... Is great,MILLENNIUM SEMICON...,millennium semicon...,Millennium Semicon...,4.1,4.1,4.1,42 Reviews),0,0,TRUE,Private,0,Pune + 3 more,FALSE,27,Establish,51-200 employees India)
9269,Triburg,7,Tri,short name,Triburg Is great,TRIBURG,triburg,Triburg,3.6,3.6,3.6,42 Reviews),0,0,FALSE,Private,0,Gurgaon + 4 more,FALSE,28,Establish,501-1k employees Global)
9270,Sigma Trade Wings,17,Sig,longname,Sigma Trade Wings Is great,SIGMA TRADE WINGS,sigma trade wings,Sigma Trade Wings,3.6,3.6,3.6,42 Reviews),0,0,FALSE,Lucknow,0,24,FALSE,201-500 employees Global),Establish,
9271,Unimrkt Research,16,Uni,longname,Unimrkt Research Is great,UNIMRKT RESEARCH,unimrkt research,Unimrkt Research,3,3,3,42 Reviews),0,0,FALSE,New York + 1 more,0,13,FALSE,51-200 employees Global),Establish,
9272,ACPL Systems,12,ACP,longname,ACPL Systems Is great,ACPL SYSTEMS,acpl systems,Acpl Systems,3.8,3.8,3.8,42 Reviews),0,0,FALSE,Private,0,Gurgaon + 11 more,FALSE,32,Establish,51-200 employees India)
9273,Servomax India,14,Ser,longname,Servomax India Is great,SERVOMAX INDIA,servomax india,Servomax India,3.7,3.7,3.7,42 Reviews),0,0,FALSE,Private,0,Hyderabad + 8 more,FALSE,40,Establish,201-500 employees Global)
9274,Realistic Realtors,18,Rea,longname,Realistic Realtors Is great,REALISTIC REALTORS,realistic realtors,Realistic Realtors,3.8,3.8,3.8,42 Reviews),0,0,FALSE,Private,0,"Gurgaon/Gurugram,Haryana + 9 more",FALSE,24,Establish,201-500 employees Global)
9275,HiGlance Laborator...,21,HiG,longname,HiGlance Laborator... Is great,HIGLANCE LABORATOR...,higlance laborator...,Higlance Laborator...,3.6,3.6,3.6,42 Reviews),0,0,FALSE,Private,0,Greater Noida + 7 more,FALSE,19,Establish,51-200 employees Global)
9276,Majestic Auto,13,Maj,longname,Majestic Auto Is great,MAJESTIC AUTO,majestic auto,Majestic Auto,4.1,4.1,4.1,42 Reviews),0,0,TRUE,Public,0,Noida + 1 more,FALSE,49,Establish,501-1k employees Global)
9277,Apttus,6,Apt,short name,Apttus Is great,APTTUS,apttus,Apttus,4.5,4.5,4.5,42 Reviews),0,0,TRUE,Private,0,"San Mateo,California + 3 more",FALSE,16,Establish,501-1k employees Global)
9278,Blue Circle Organi...,21,Blu,longname,Blue Circle Organi... Is great,BLUE CIRCLE ORGANI...,blue circle organi...,Blue Circle Organi...,3.4,3.4,3.4,42 Reviews),0,0,FALSE,Private,0,Mumbai + 5 more,TRUE,53,Establish,201-500 employees Global)
9279,Eidiko Systems Int...,21,Eid,longname,Eidiko Systems Int... Is great,EIDIKO SYSTEMS INT...,eidiko systems int...,Eidiko Systems Int...,3.3,3.3,3.3,42 Reviews),0,0,FALSE,Private,0,"Hyderabad/Secunderabad,Telangana",FALSE,12,Establish,201-500 employees Global)
9280,Mangalam Informati...,21,Man,longname,Mangalam Informati... Is great,MANGALAM INFORMATI...,mangalam informati...,Mangalam Informati...,4.2,4.2,4.2,42 Reviews),0,0,TRUE,Private,0,"Ahmedabad,Gujarat + 2 more",FALSE,22,Establish,201-500 employees Global)
9281,Optimum Solutions,17,Opt,longname,Optimum Solutions Is great,OPTIMUM SOLUTIONS,optimum solutions,Optimum Solutions,4,4,4,42 Reviews),0,0,FALSE,Private,0,Singapore + 6 more,FALSE,25,Establish,1k-5k employees Global)
9282,NRP Projects,12,NRP,longname,NRP Projects Is great,NRP PROJECTS,nrp projects,Nrp Projects,4.4,4.4,4.4,42 Reviews),0,0,TRUE,Private,0,Chennai + 11 more,FALSE,58,Establish,51-200 employees India)
9283,AIMS,4,AIM,short name,AIMS Is great,AIMS,aims,Aims,3.5,3.5,3.5,42 Reviews),0,0,FALSE,Private,0,Vienna + 17 more,FALSE,18,Establish,201-500 employees Global)
9284,National Chemical ...,21,Nat,longname,National Chemical ... Is great,NATIONAL CHEMICAL ...,national chemical ...,National Chemical ...,4.5,4.5,4.5,42 Reviews),0,0,TRUE,Public,0,Pune,FALSE,72,Establish,201-500 employees Global)
9285,ARCOP Associates,16,ARC,longname,ARCOP Associates Is great,ARCOP ASSOCIATES,arcop associates,Arcop Associates,3.5,3.5,3.5,42 Reviews),0,0,FALSE,Private,0,New Delhi + 3 more,FALSE,52,Establish,201-500 employees Global)
9286,Singhi & Co.,12,Sin,longname,Singhi & Co. Is great,SINGHI & CO.,singhi & co.,Singhi & Co.,3.2,3.2,3.2,42 Reviews),0,0,FALSE,Partnership,0,Kolkata + 6 more,FALSE,82,Establish,501-1k employees Global)
9287,Ascendum Solutions,18,Asc,longname,Ascendum Solutions Is great,ASCENDUM SOLUTIONS,ascendum solutions,Ascendum Solutions,4.2,4.2,4.2,42 Reviews),0,0,TRUE,Blue Ash + 1 more,0,13,FALSE,1k-5k employees Global),Establish,
9288,Sharp & Tannan Ass...,21,Sha,longname,Sharp & Tannan Ass... Is great,SHARP & TANNAN ASS...,sharp & tannan ass...,Sharp & Tannan Ass...,4.1,4.1,4.1,42 Reviews),0,0,TRUE,Private,0,"Mumbai,Maharashtra + 5 more",TRUE,90,Establish,201-500 employees Global)
9289,Supreme Court of I...,21,Sup,longname,Supreme Court of I... Is great,SUPREME COURT OF I...,supreme court of i...,Supreme Court Of I...,4.5,4.5,4.5,42 Reviews),0,0,TRUE,Private,0,New Delhi + 2 more,FALSE,72,Establish,1k-5k employees Global)
9290,ITTI,4,ITT,short name,ITTI Is great,ITTI,itti,Itti,4,4,4,42 Reviews),0,0,FALSE,Private,0,"Bangalore/Bengaluru,Karnataka + 1 more",TRUE,29,Establish,201-500 employees Global)
9291,Greatoo,7,Gre,short name,Greatoo Is great,GREATOO,greatoo,Greatoo,4.4,4.4,4.4,42 Reviews),0,0,TRUE,Private,0,Guangdong,FALSE,11,Establish,
9292,Stratosphere IT Se...,21,Str,longname,Stratosphere IT Se... Is great,STRATOSPHERE IT SE...,stratosphere it se...,Stratosphere It Se...,3.5,3.5,4,42 Reviews),0,0,FALSE,Private,0,"Noida,Uttar Pradesh + 7 more",FALSE,10,Startup,501-1k employees Global)
9293,Metro Infrasys,14,Met,longname,Metro Infrasys Is great,METRO INFRASYS,metro infrasys,Metro Infrasys,4,4,4,42 Reviews),0,0,FALSE,New Delhi + 3 more,0,24,FALSE,201-500 employees Global),Establish,
9294,Maini Materials Mo...,21,Mai,longname,Maini Materials Mo... Is great,MAINI MATERIALS MO...,maini materials mo...,Maini Materials Mo...,3.9,3.9,3.9,42 Reviews),0,0,FALSE,Private,0,Bengaluru + 7 more,FALSE,38,Establish,1k-5k employees Global)
9295,Ultratech India,15,Ult,longname,Ultratech India Is great,ULTRATECH INDIA,ultratech india,Ultratech India,3.6,3.6,3.6,42 Reviews),0,0,FALSE,Private,0,Navi Mumbai + 18 more,FALSE,30,Establish,501-1k employees Global)
9296,Haigreeva Infratec...,21,Hai,longname,Haigreeva Infratec... Is great,HAIGREEVA INFRATEC...,haigreeva infratec...,Haigreeva Infratec...,3.8,3.8,3.8,42 Reviews),0,0,FALSE,Public,0,Visakhapatnam + 10 more,FALSE,21,Establish,
9297,SSPL,4,SSP,short name,SSPL Is great,SSPL,sspl,Sspl,3.2,3.2,3.2,42 Reviews),0,0,FALSE,Private,0,Hyderabad + 11 more,FALSE,19,Establish,11-50 employees Global)
9298,Stratosphere IT Se...,21,Str,longname,Stratosphere IT Se... Is great,STRATOSPHERE IT SE...,stratosphere it se...,Stratosphere It Se...,3.5,3.5,4,42 Reviews),0,0,FALSE,Private,0,"Noida,Uttar Pradesh + 7 more",FALSE,10,Startup,501-1k employees Global)
9299,Hykon,5,Hyk,short name,Hykon Is great,HYKON,hykon,Hykon,3.2,3.2,3.2,42 Reviews),0,0,FALSE,"Thrissur/Trichur,Kerala + 6 more",0,31,FALSE,501-1k employees Global),Establish,
9300,Planman HR,10,Pla,short name,Planman HR Is great,PLANMAN HR,planman hr,Planman Hr,3.7,3.7,3.7,42 Reviews),0,0,FALSE,Private,0,New Delhi + 11 more,FALSE,25,Establish,201-500 employees Global)
9301,Menon & Menon,13,Men,longname,Menon & Menon Is great,MENON & MENON,menon & menon,Menon & Menon,3.7,3.7,3.7,42 Reviews),0,0,FALSE,Kolhapur,0,68,FALSE,1k-5k employees Global),Establish,
9302,Paramount Coaching...,21,Par,longname,Paramount Coaching... Is great,PARAMOUNT COACHING...,paramount coaching...,Paramount Coaching...,3.3,3.3,3.3,42 Reviews),0,0,FALSE,Private,0,New Delhi + 9 more,FALSE,16,Establish,201-500 employees Global)
9303,Samsung Heavy Indu...,21,Sam,longname,Samsung Heavy Indu... Is great,SAMSUNG HEAVY INDU...,samsung heavy indu...,Samsung Heavy Indu...,3.9,3.9,3.9,42 Reviews),0,0,FALSE,Private,0,"Suwon-Si,Gyeonggi-Do + 4 more",FALSE,15,Establish,10k-50k employees Global)
9304,ACPL Systems,12,ACP,longname,ACPL Systems Is great,ACPL SYSTEMS,acpl systems,Acpl Systems,3.8,3.8,3.8,42 Reviews),0,0,FALSE,Private,0,Gurgaon + 11 more,FALSE,32,Establish,51-200 employees India)
9305,Mangalam Informati...,21,Man,longname,Mangalam Informati... Is great,MANGALAM INFORMATI...,mangalam informati...,Mangalam Informati...,4.2,4.2,4.2,42 Reviews),0,0,TRUE,Private,0,"Ahmedabad,Gujarat + 2 more",FALSE,22,Establish,201-500 employees Global)
9306,Triburg,7,Tri,short name,Triburg Is great,TRIBURG,triburg,Triburg,3.6,3.6,3.6,42 Reviews),0,0,FALSE,Private,0,Gurgaon + 4 more,FALSE,28,Establish,501-1k employees Global)
9307,Shiv Nadar Univers...,21,Shi,longname,Shiv Nadar Univers... Is great,SHIV NADAR UNIVERS...,shiv nadar univers...,Shiv Nadar Univers...,4.3,4.3,4.3,42 Reviews),0,0,TRUE,Private,0,"Noida,Uttar Pradesh + 6 more",FALSE,11,Establish,501-1k employees India)
9308,Care Group India,16,Car,longname,Care Group India Is great,CARE GROUP INDIA,care group india,Care Group India,3.8,3.8,3.8,42 Reviews),0,0,FALSE,LLP,0,Vadodara + 7 more,FALSE,35,Establish,1k-5k employees Global)
9309,Realistic Realtors,18,Rea,longname,Realistic Realtors Is great,REALISTIC REALTORS,realistic realtors,Realistic Realtors,3.8,3.8,3.8,42 Reviews),0,0,FALSE,Private,0,"Gurgaon/Gurugram,Haryana + 9 more",FALSE,24,Establish,201-500 employees Global)
9310,Government of Tela...,21,Gov,longname,Government of Tela... Is great,GOVERNMENT OF TELA...,government of tela...,Government Of Tela...,4,4,4,42 Reviews),0,0,FALSE,Hyderabad + 8 more,0,8,FALSE,10k-50k employees Global),Establish,
9311,Greatoo,7,Gre,short name,Greatoo Is great,GREATOO,greatoo,Greatoo,4.4,4.4,4.4,42 Reviews),0,0,TRUE,Private,0,Guangdong,FALSE,11,Establish,
9312,Kich Architectural...,21,Kic,longname,Kich Architectural... Is great,KICH ARCHITECTURAL...,kich architectural...,Kich Architectural...,3.3,3.3,3.3,42 Reviews),0,0,FALSE,"Rajkot,Gujarat + 9 more",0,19,FALSE,501-1k employees Global),Establish,
9313,Metro Infrasys,14,Met,longname,Metro Infrasys Is great,METRO INFRASYS,metro infrasys,Metro Infrasys,4,4,4,42 Reviews),0,0,FALSE,New Delhi + 3 more,0,24,FALSE,201-500 employees Global),Establish,
9314,Access Infotech,15,Acc,longname,Access Infotech Is great,ACCESS INFOTECH,access infotech,Access Infotech,3.7,3.7,3.7,42 Reviews),0,0,FALSE,Private,0,Chandigarh + 8 more,FALSE,27,Establish,201-500 employees Global)
9315,MIPL,4,MIP,short name,MIPL Is great,MIPL,mipl,Mipl,4.3,4.3,4.3,42 Reviews),0,0,TRUE,Private,0,"Bangalore/Bengaluru,Karnataka + 15 more",TRUE,19,Establish,201-500 employees Global)
9316,Isys Softech,12,Isy,longname,Isys Softech Is great,ISYS SOFTECH,isys softech,Isys Softech,3.7,3.7,3.7,42 Reviews),0,0,FALSE,"Jaipur,Rajasthan",0,22,FALSE,201-500 employees India),Establish,
9317,Maini Materials Mo...,21,Mai,longname,Maini Materials Mo... Is great,MAINI MATERIALS MO...,maini materials mo...,Maini Materials Mo...,3.9,3.9,3.9,42 Reviews),0,0,FALSE,Private,0,Bengaluru + 7 more,FALSE,38,Establish,1k-5k employees Global)
9318,Apttus,6,Apt,short name,Apttus Is great,APTTUS,apttus,Apttus,4.5,4.5,4.5,42 Reviews),0,0,TRUE,Private,0,"San Mateo,California + 3 more",FALSE,16,Establish,501-1k employees Global)
9319,Quality Care,12,Qua,longname,Quality Care Is great,QUALITY CARE,quality care,Quality Care,4.6,4.6,4.6,42 Reviews),0,0,TRUE,Private,0,"Hyderabad,Telangana + 1 more",FALSE,25,Establish,
9320,Ingenious e-Brain ...,21,Ing,longname,Ingenious e-Brain ... Is great,INGENIOUS E-BRAIN ...,ingenious e-brain ...,Ingenious E-Brain ...,3.1,3.1,3.6,42 Reviews),0,0,FALSE,Private,0,"Gurgaon/Gurugram,Haryana",FALSE,10,Startup,51-200 employees Global)
9321,Network Bulls,13,Net,longname,Network Bulls Is great,NETWORK BULLS,network bulls,Network Bulls,3.7,3.7,3.7,42 Reviews),0,0,FALSE,Private,0,"Gurgaon/Gurugram,Haryana + 1 more",FALSE,13,Establish,51-200 employees Global)
9322,Majestic Auto,13,Maj,longname,Majestic Auto Is great,MAJESTIC AUTO,majestic auto,Majestic Auto,4.1,4.1,4.1,42 Reviews),0,0,TRUE,Public,0,Noida + 1 more,FALSE,49,Establish,501-1k employees Global)
9323,Real Image Media T...,21,Rea,longname,Real Image Media T... Is great,REAL IMAGE MEDIA T...,real image media t...,Real Image Media T...,4,4,4,42 Reviews),0,0,FALSE,Private,0,Chennai + 7 more,FALSE,36,Establish,201-500 employees Global)
9324,NRP Projects,12,NRP,longname,NRP Projects Is great,NRP PROJECTS,nrp projects,Nrp Projects,4.4,4.4,4.4,42 Reviews),0,0,TRUE,Private,0,Chennai + 11 more,FALSE,58,Establish,51-200 employees India)
9325,Water Resources De...,21,Wat,longname,Water Resources De... Is great,WATER RESOURCES DE...,water resources de...,Water Resources De...,4.3,4.3,4.3,42 Reviews),0,0,TRUE,Public,0,New Delhi + 19 more,FALSE,167,Establish,5k-10k employees Global)
9326,eZONE Security Sol...,21,eZO,longname,eZONE Security Sol... Is great,EZONE SECURITY SOL...,ezone security sol...,Ezone Security Sol...,3.6,3.6,3.6,42 Reviews),0,0,FALSE,Private,0,Hyderabad + 5 more,FALSE,20,Establish,201-500 employees Global)
9327,Blue Circle Organi...,21,Blu,longname,Blue Circle Organi... Is great,BLUE CIRCLE ORGANI...,blue circle organi...,Blue Circle Organi...,3.4,3.4,3.4,42 Reviews),0,0,FALSE,Private,0,Mumbai + 5 more,TRUE,53,Establish,201-500 employees Global)
9328,Truetzschler India,18,Tru,longname,Truetzschler India Is great,TRUETZSCHLER INDIA,truetzschler india,Truetzschler India,4.3,4.3,4.3,42 Reviews),0,0,TRUE,Mönchengladbach + 3 more,0,134,FALSE,11-50 employees India),Establish,
9329,Acg Inspection Sys...,21,Acg,longname,Acg Inspection Sys... Is great,ACG INSPECTION SYS...,acg inspection sys...,Acg Inspection Sys...,4,4,4,42 Reviews),0,0,FALSE,"Mumbai,Maharashtra",0,13,FALSE,1k-5k employees India),Establish,
9330,Hobel Bellows,13,Hob,longname,Hobel Bellows Is great,HOBEL BELLOWS,hobel bellows,Hobel Bellows,4.1,4.2,4.6,42 Reviews),0,0,TRUE,Visakhapatnam + 1 more,0,,FALSE,,Startup,
9331,Kunstocom India,15,Kun,longname,Kunstocom India Is great,KUNSTOCOM INDIA,kunstocom india,Kunstocom India,4.5,4.5,4.5,42 Reviews),0,0,TRUE,Private,0,"Noida,Uttar Pradesh + 8 more",FALSE,43,Establish,201-500 employees Global)
9332,Panexcell Clinical...,21,Pan,longname,Panexcell Clinical... Is great,PANEXCELL CLINICAL...,panexcell clinical...,Panexcell Clinical...,3.7,3.7,3.7,42 Reviews),0,0,FALSE,Private,0,Navi Mumbai + 1 more,FALSE,24,Establish,51-200 employees Global)
9333,Manya - The Prince...,21,Man,longname,Manya - The Prince... Is great,MANYA - THE PRINCE...,manya - the prince...,Manya - The Prince...,3.6,3.6,3.6,42 Reviews),0,0,FALSE,Private,0,New Delhi + 10 more,FALSE,20,Establish,501-1k employees Global)
9334,Sound Castings,14,Sou,longname,Sound Castings Is great,SOUND CASTINGS,sound castings,Sound Castings,3.9,3.9,3.9,42 Reviews),0,0,FALSE,Private,0,Kolhapur + 3 more,FALSE,34,Establish,501-1k employees Global)
9335,Lotus Dairy Produc...,21,Lot,longname,Lotus Dairy Produc... Is great,LOTUS DAIRY PRODUC...,lotus dairy produc...,Lotus Dairy Produc...,3.8,3.8,3.8,42 Reviews),0,0,FALSE,Jaipur + 1 more,0,21,FALSE,51-200 employees Global),Establish,
9336,Synchroserve Globa...,21,Syn,longname,Synchroserve Globa... Is great,SYNCHROSERVE GLOBA...,synchroserve globa...,Synchroserve Globa...,3.4,3.4,3.4,42 Reviews),0,0,FALSE,"Hyderabad/Secunderabad,Telangana + 8 more",0,14,FALSE,51-200 employees Global),Establish,
9337,Al Asab General Tr...,21,Al ,longname,Al Asab General Tr... Is great,AL ASAB GENERAL TR...,al asab general tr...,Al Asab General Tr...,3.4,3.4,3.4,42 Reviews),0,0,FALSE,Abu Dhabi,0,36,FALSE,1k-5k employees Global),Establish,
9338,NHK Automotive Com...,21,NHK,longname,NHK Automotive Com... Is great,NHK AUTOMOTIVE COM...,nhk automotive com...,Nhk Automotive Com...,3.9,3.9,3.9,42 Reviews),0,0,FALSE,Aurangabad,0,37,FALSE,201-500 employees Global),Establish,
9339,Lakshmi Electrical...,21,Lak,longname,Lakshmi Electrical... Is great,LAKSHMI ELECTRICAL...,lakshmi electrical...,Lakshmi Electrical...,3.5,3.5,3.5,42 Reviews),0,0,FALSE,Public,0,Coimbatore,FALSE,41,Establish,201-500 employees Global)
9340,Snipe IT Solutions,18,Sni,longname,Snipe IT Solutions Is great,SNIPE IT SOLUTIONS,snipe it solutions,Snipe It Solutions,4.4,4.5,4.9,42 Reviews),0,0,TRUE,Bengaluru,0,13,FALSE,,Startup,
9341,Indutch Composites...,21,Ind,longname,Indutch Composites... Is great,INDUTCH COMPOSITES...,indutch composites...,Indutch Composites...,3.5,3.5,3.5,42 Reviews),0,0,FALSE,Private,0,Vadodara + 5 more,FALSE,12,Establish,51-200 employees Global)
9342,Mantri Metallics,16,Man,longname,Mantri Metallics Is great,MANTRI METALLICS,mantri metallics,Mantri Metallics,4.2,4.2,4.2,42 Reviews),0,0,TRUE,Kolhapur + 1 more,0,27,FALSE,1k-5k employees Global),Establish,
9343,FMI Automotive Com...,21,FMI,longname,FMI Automotive Com... Is great,FMI AUTOMOTIVE COM...,fmi automotive com...,Fmi Automotive Com...,4.4,4.5,4.9,42 Reviews),0,0,TRUE,51-200 employees India),0,,FALSE,,Startup,
9344,S.L. Raheja Hospit...,21,S.L,longname,S.L. Raheja Hospit... Is great,S.L. RAHEJA HOSPIT...,s.l. raheja hospit...,S.L. Raheja Hospit...,3.9,3.9,3.9,42 Reviews),0,0,FALSE,Mumbai,0,41,FALSE,51-200 employees Global),Establish,
9345,VOLTECH O AND M SE...,21,VOL,longname,VOLTECH O AND M SE... Is great,VOLTECH O AND M SE...,voltech o and m se...,Voltech O And M Se...,4,4,4,42 Reviews),0,0,FALSE,Chennai + 8 more,0,13,FALSE,1k-5k employees Global),Establish,
9346,Mobicule Technolog...,21,Mob,longname,Mobicule Technolog... Is great,MOBICULE TECHNOLOG...,mobicule technolog...,Mobicule Technolog...,2.6,2.6,2.6,42 Reviews),0,0,FALSE,Private,0,"Mumbai,Maharashtra + 1 more",TRUE,14,Establish,201-500 employees Global)
9347,NISA Group Of Comp...,21,NIS,longname,NISA Group Of Comp... Is great,NISA GROUP OF COMP...,nisa group of comp...,Nisa Group Of Comp...,4.3,4.3,4.3,42 Reviews),0,0,TRUE,Private,0,Mumbai + 13 more,TRUE,49,Establish,50k-1 Lakh employees Global)
9348,Ravi Infrabuild Pr...,21,Rav,longname,Ravi Infrabuild Pr... Is great,RAVI INFRABUILD PR...,ravi infrabuild pr...,Ravi Infrabuild Pr...,4.1,4.1,4.1,42 Reviews),0,0,TRUE,Private,0,Udaipur + 6 more,FALSE,13,Establish,501-1k employees Global)
9349,Pragmasys Consulti...,21,Pra,longname,Pragmasys Consulti... Is great,PRAGMASYS CONSULTI...,pragmasys consulti...,Pragmasys Consulti...,3.6,3.6,3.6,42 Reviews),0,0,FALSE,LLP,0,"Pune,Maharashtra + 4 more",FALSE,12,Establish,51-200 employees Global)
9350,Exemed Pharmaceuti...,21,Exe,longname,Exemed Pharmaceuti... Is great,EXEMED PHARMACEUTI...,exemed pharmaceuti...,Exemed Pharmaceuti...,3.7,3.8,4.2,42 Reviews),0,0,TRUE,Vadodara + 2 more,0,13,FALSE,,Startup,
9351,Trackpoint Gps,14,Tra,longname,Trackpoint Gps Is great,TRACKPOINT GPS,trackpoint gps,Trackpoint Gps,3.7,3.7,4.2,42 Reviews),0,0,FALSE,Private,0,"Mumbai,Maharashtra + 6 more",TRUE,10,Startup,201-500 employees Global)
9352,Kare Partners Hear...,21,Kar,longname,Kare Partners Hear... Is great,KARE PARTNERS HEAR...,kare partners hear...,Kare Partners Hear...,3.1,3.1,3.6,42 Reviews),0,0,FALSE,Private,0,"Chandigarh,Chandigarh + 8 more",FALSE,10,Startup,51-200 employees Global)
9353,Samrin Services,15,Sam,longname,Samrin Services Is great,SAMRIN SERVICES,samrin services,Samrin Services,2.6,2.7,3.1,42 Reviews),0,0,TRUE,"Mumbai,Maharashtra + 1 more",0,13,FALSE,,Startup,
9354,Avon Global Soluti...,21,Avo,longname,Avon Global Soluti... Is great,AVON GLOBAL SOLUTI...,avon global soluti...,Avon Global Soluti...,3.4,3.4,3.4,42 Reviews),0,0,FALSE,Private,0,Chennai + 9 more,FALSE,19,Establish,201-500 employees Global)
9355,Smartchem Technolo...,21,Sma,longname,Smartchem Technolo... Is great,SMARTCHEM TECHNOLO...,smartchem technolo...,Smartchem Technolo...,3.9,3.9,3.9,42 Reviews),0,0,FALSE,Public,0,Pune + 12 more,FALSE,35,Establish,
9356,InfoVision Labs,15,Inf,longname,InfoVision Labs Is great,INFOVISION LABS,infovision labs,Infovision Labs,3.7,3.7,3.7,42 Reviews),0,0,FALSE,"Pune,Maharashtra + 1 more",0,8,FALSE,201-500 employees Global),Establish,
9357,Navkar Corporation,18,Nav,longname,Navkar Corporation Is great,NAVKAR CORPORATION,navkar corporation,Navkar Corporation,4,4,4,42 Reviews),0,0,FALSE,Public,0,Panvel + 4 more,FALSE,14,Establish,201-500 employees Global)
9358,Airproducts,11,Air,longname,Airproducts Is great,AIRPRODUCTS,airproducts,Airproducts,4.2,4.2,4.2,42 Reviews),0,0,TRUE,"Trexlertown,PA + 2 more",0,82,FALSE,10k+ employees Global),Establish,
9359,92.7 BIG FM,11,92,longname,92.7 BIG FM Is great,92.7 BIG FM,92.7 big fm,92.7 Big Fm,2.9,2.9,2.9,42 Reviews),0,0,FALSE,Private,0,Mumbai + 19 more,TRUE,16,Establish,
9360,Danube Group,12,Dan,longname,Danube Group Is great,DANUBE GROUP,danube group,Danube Group,3.8,3.8,3.8,42 Reviews),0,0,FALSE,Dubai + 6 more,0,29,FALSE,1k-5k employees Global),Establish,
9361,Burda Druck,11,Bur,longname,Burda Druck Is great,BURDA DRUCK,burda druck,Burda Druck,3.7,3.7,3.7,42 Reviews),0,0,FALSE,Private,0,Offenburg + 3 more,FALSE,14,Establish,
9362,East West Seeds,15,Eas,longname,East West Seeds Is great,EAST WEST SEEDS,east west seeds,East West Seeds,4.4,4.4,4.4,42 Reviews),0,0,TRUE,"Nonthaburi,Bangkok + 10 more",0,40,FALSE,1k-5k employees Global),Establish,
9363,Ravi Infrabuild Pr...,21,Rav,longname,Ravi Infrabuild Pr... Is great,RAVI INFRABUILD PR...,ravi infrabuild pr...,Ravi Infrabuild Pr...,4.1,4.1,4.1,42 Reviews),0,0,TRUE,Private,0,Udaipur + 6 more,FALSE,13,Establish,501-1k employees Global)
9364,Pragmasys Consulti...,21,Pra,longname,Pragmasys Consulti... Is great,PRAGMASYS CONSULTI...,pragmasys consulti...,Pragmasys Consulti...,3.6,3.6,3.6,42 Reviews),0,0,FALSE,LLP,0,"Pune,Maharashtra + 4 more",FALSE,12,Establish,51-200 employees Global)
9365,Ambica Steels,13,Amb,longname,Ambica Steels Is great,AMBICA STEELS,ambica steels,Ambica Steels,4.2,4.2,4.2,42 Reviews),0,0,TRUE,New Delhi + 2 more,0,52,FALSE,501-1k employees Global),Establish,
9366,Nxtgen Datacenter ...,21,Nxt,longname,Nxtgen Datacenter ... Is great,NXTGEN DATACENTER ...,nxtgen datacenter ...,Nxtgen Datacenter ...,3.9,3.9,4.4,42 Reviews),0,0,FALSE,Private,0,Bangalore + 4 more,TRUE,10,Startup,201-500 employees India)
